  lote_ID,prueba,Equipo,resultado,Linea_produccion,hora_muestreo,Dia
L-2024-0024,Humedad,Balanza-04,Conforme,Linea B,12:31:58,Lunes
L-2024-0246,Friabilidad,Disolutor-01,Conforme,linea a,09:21:32,Viernes
L-2024-0072,Humedad,,Conforme,Linea A,17:58:23,Lunes
L-2024-0244,Disolucion 30 min,HPLC-01,Conforme,Linea B,14:04:16,Miercoles
L-2024-0219,Tiempo de desintegracion,Balanza-03,Fuera de Tendencia (OOT),Linea A,09:50:55,Lunes
L-2024-0155,Dureza,Balanza-03,Fuera de Especificacion (OOS),Linea A,17:10:41,Martes
L-2024-0050,Uniformidad de contenido,HPLC-01,Alerta,Linea A,06:50:41,Viernes
L-2024-0059,Espesor,Balanza-04,Conforme,Linea A,15:52:50,Jueves
L-2024-0012,Disolucion 30 min,Durometro-02,Conforme,Linea A,09:31:03,Lunes
L-2024-0040,Friabilidad,Balanza-04,Conforme,Linea A,13:34:04,Lunes
L-2024-0184,Disolucion 30 min,phmetro-01,Conforme,Linea A,19:33:36,Miercoles
L-2024-0133,Friabilidad,Durometro-02,Conforme,Linea B,20:37:03,Viernes
L-2024-0129,Humedad,Disolutor-01,Alerta,Linea A,10:14:53,Lunes
L-2024-0254,Tiempo de desintegracion,Balanza-03,Alerta,linea b,12:41:04,Lunes
L-2024-0106,Uniformidad de contenido,Termobalanza-01,Alerta,Linea A,15:48:33,Martes
L-2024-0135,Friabilidad,Durometro-02,Conforme,Linea B,19:59:29,Jueves
L-2024-0083,Humedad,HPLC-01,Alerta,linea a,06:21:13,Lunes
L-2024-0135,Disolucion 30 min,,Conforme,Linea B,06:34:53,Martes
L-2024-0112,Humedad,Disolutor-02,Conforme,Linea A,15:22:18,Miercoles
L-2024-0108,Peso promedio,Disolutor-01,Conforme,Linea A,10:17:27,Jueves
L-2024-0036,Friabilidad,HPLC-02,Conforme,Linea B,11:25:16,Martes
L-2024-0082,Friabilidad,Durometro-01,Conforme,Linea B,08:50:46,Miercoles
L-2024-0104,Espesor,Disolutor-02,Conforme,Linea A,11:35:54,Viernes
L-2024-0120,pH,Durometro-02,Conforme,Linea A,17:26:23,Viernes
L-2024-0034,Espesor,Durometro-02,Conforme,Linea B,20:38:48,Lunes
L-2024-0213,Disolucion 30 min,HPLC-02,Alerta,Linea B,06:26:32,Martes
L-2024-0212,Tiempo de desintegracion,,Conforme,Linea A,11:00:09,Lunes
L-2024-0198,,Durometro-01,Alerta,Linea A,06:19:50,Lunes
L-2024-0093,Tiempo de desintegracion,Durometro-01,Conforme,Linea B,16:49:38,Jueves
L-2024-0032,Friabilidad,phmetro-01,Conforme,Linea A,06:04:56,Jueves
L-2024-0062,pH,Balanza-03,Conforme,Linea B,07:58:45,Viernes
L-2024-0001,pH,HPLC-02,Conforme,Linea A,11:22:12,Viernes
L-2024-0184,Peso promedio,Balanza-03,Conforme,Linea A,16:57:36,Miercoles
L-2024-0237,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea A,20:07:02,Martes
L-2024-0105,pH,Balanza-03,Conforme,Linea A,14:44:05,Viernes
L-2024-0193,Espesor,Balanza-04,Conforme,Linea A,17:20:15,Jueves
L-2024-0020,Disolucion 30 min,HPLC-02,Conforme,Linea A,18:08:59,Lunes
L-2024-0100,Disolucion 30 min,Durometro-01,Alerta,Linea B,18:49:29,Viernes
L-2024-0073,Espesor,Balanza-03,Conforme,Linea A,20:52:22,Martes
L-2024-0177,Espesor,Balanza-03,Conforme,Linea B,21:54:47,Martes
L-2024-0049,Disolucion 30 min,HPLC-02,Conforme,Linea A,17:01:04,Miercoles
L-2024-0244,Tiempo de desintegracion,Balanza-04,Alerta,Linea B,18:18:31,Lunes
L-2024-0094,Humedad,Balanza-04,Conforme,Linea B,15:26:26,Jueves
L-2024-0217,Friabilidad,,Conforme,Linea A,08:40:45,Martes
L-2024-0021,Tiempo de desintegracion,Durometro-01,Conforme,Linea B,07:22:47,Viernes
L-2024-0118,Tiempo de desintegracion,Balanza-03,Conforme,Linea A,06:26:38,Viernes
L-2024-0201,Dureza,Balanza-04,Alerta,Linea A,07:05:35,Lunes
L-2024-0007,pH,Balanza-04,Conforme,Linea A,07:44:51,Jueves
L-2024-0239,Espesor,Balanza-04,Conforme,Linea A,12:13:01,Viernes
L-2024-0229,Disolucion 30 min,Balanza-03,Conforme,Linea B,12:40:24,Miercoles
L-2024-0239,Espesor,,Conforme,Linea A,12:39:33,Lunes
L-2024-0253,Uniformidad de contenido,Durometro-02,Conforme,Linea A,06:06:03,Jueves
L-2024-0046,Peso promedio,HPLC-02,Conforme,Linea A,13:05:24,Jueves
L-2024-0031,Espesor,Balanza-04,Fuera de Especificacion (OOS),Linea A,17:27:48,Miercoles
L-2024-0112,Humedad,HPLC-02,Conforme,Linea B,21:06:53,Lunes
L-2024-0134,Humedad,,Conforme,Linea B,13:12:08,Miercoles
L-2024-0256,pH,Disolutor-02,Conforme,Linea A,09:16:10,Miercoles
L-2024-0105,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,12:44:37,Viernes
L-2024-0023,pH,Durometro-01,Conforme,Linea A,09:03:11,Miercoles
L-2024-0218,Peso promedio,Termobalanza-01,Conforme,Linea B,13:38:31,Lunes
L-2024-0167,Dureza,Disolutor-02,Conforme,Linea B,19:09:43,Jueves
L-2024-0115,Disolucion 30 min,Disolutor-01,Conforme,Linea B,08:33:47,Martes
L-2024-0079,Disolucion 30 min,Balanza-03,Conforme,linea b,16:12:22,Viernes
L-2024-0216,Disolucion 30 min,Balanza-04,Conforme,Linea A,07:02:08,Viernes
L-2024-0187,Espesor,Balanza-04,Conforme,Linea B,06:10:46,Viernes
L-2024-0005,Disolucion 30 min,phmetro-01,Conforme,Linea B,19:48:25,Miercoles
L-2024-0107,Disolucion 30 min,Termobalanza-01,Conforme,Linea A,07:23:07,Lunes
L-2024-0072,Peso promedio,Durometro-01,Conforme,Linea B,16:24:26,Lunes
L-2024-0244,,HPLC-01,Conforme,Linea B,19:47:16,Jueves
L-2024-0055,Espesor,Balanza-04,Conforme,Linea A,11:04:17,Lunes
L-2024-0120,Humedad,Durometro-01,Conforme,Linea A,10:10:50,Miercoles
L-2024-0184,Dureza,Durometro-02,Conforme,Linea A,09:25:51,Martes
L-2024-0188,Humedad,HPLC-02,Conforme,Linea A,20:51:00,Martes
L-2024-0103,pH,Durometro-02,Conforme,Linea B,14:42:42,Lunes
L-2024-0080,Dureza,Termobalanza-01,Conforme,Linea B,16:57:35,Viernes
L-2024-0195,Friabilidad,Balanza-03,Fuera de Especificacion (OOS),Linea A,06:20:40,Jueves
L-2024-0251,Humedad,phmetro-01,Conforme,Linea B,15:25:43,Miercoles
L-2024-0060,Friabilidad,phmetro-01,Conforme,linea b,18:53:35,Miercoles
L-2024-0126,Dureza,HPLC-02,Conforme,Linea A,18:22:07,Miercoles
L-2024-0019,Dureza,Balanza-03,Conforme,Linea A,15:02:00,Martes
L-2024-0011,Uniformidad de contenido,HPLC-01,Conforme,Linea B,15:30:40,Jueves
L-2024-0166,Peso promedio,Balanza-04,Conforme,Linea B,13:59:38,Lunes
L-2024-0180,Espesor,Balanza-04,Conforme,Linea A,18:19:26,Viernes
L-2024-0247,Uniformidad de contenido,HPLC-02,Conforme,Linea B,17:59:20,Viernes
L-2024-0013,Espesor,HPLC-01,Conforme,linea a,09:40:30,Lunes
L-2024-0045,Peso promedio,Termobalanza-01,Conforme,Linea A,16:49:25,Jueves
L-2024-0131,Uniformidad de contenido,HPLC-02,Conforme,Linea A,19:19:36,Miercoles
L-2024-0128,Peso promedio,HPLC-01,Conforme,Linea B,11:44:21,Viernes
L-2024-0132,Tiempo de desintegracion,Disolutor-02,Conforme,Linea B,07:03:43,Miercoles
L-2024-0116,Tiempo de desintegracion,Balanza-04,Conforme,Linea A,16:55:58,Jueves
L-2024-0188,pH,HPLC-01,Conforme,Linea A,08:24:30,Lunes
L-2024-0151,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,14:22:16,Jueves
L-2024-0246,Friabilidad,Disolutor-02,Conforme,Linea B,20:18:21,Lunes
L-2024-0152,Dureza,Durometro-01,Conforme,Linea A,13:39:22,Lunes
L-2024-0137,Peso promedio,Balanza-04,Conforme,Linea A,11:19:18,Martes
L-2024-0052,Dureza,phmetro-01,Conforme,Linea A,19:39:18,Jueves
L-2024-0218,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,20:31:27,Miercoles
L-2024-0181,Peso promedio,Disolutor-01,Conforme,Linea B,15:35:14,Martes
L-2024-0254,Friabilidad,HPLC-01,Conforme,Linea A,10:56:11,Martes
L-2024-0130,Disolucion 30 min,Disolutor-01,Conforme,Linea A,12:35:14,Viernes
L-2024-0128,Peso promedio,Termobalanza-01,Alerta,Linea A,16:21:51,Lunes
L-2024-0103,Peso promedio,Balanza-04,Conforme,Linea A,18:28:04,Miercoles
L-2024-0016,Dureza,Termobalanza-01,Conforme,Linea A,07:36:48,Lunes
L-2024-0179,Friabilidad,Disolutor-02,Fuera de Especificacion (OOS),Linea A,08:13:55,Miercoles
L-2024-0252,Uniformidad de contenido,Balanza-04,Conforme,Linea A,09:22:40,Jueves
L-2024-0017,Humedad,phmetro-01,Conforme,Linea A,18:03:20,Viernes
L-2024-0001,Humedad,Balanza-03,Conforme,Linea A,06:16:34,Viernes
L-2024-0063,Humedad,Disolutor-02,Conforme,Linea A,16:58:15,Viernes
L-2024-0227,Disolucion 30 min,Disolutor-01,Conforme,Linea B,06:10:11,Viernes
L-2024-0130,Dureza,Disolutor-02,Conforme,Linea B,10:51:47,Jueves
L-2024-0047,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,13:45:55,Viernes
L-2024-0233,Humedad,phmetro-01,Conforme,Linea A,12:25:02,Martes
L-2024-0019,Disolucion 30 min,Durometro-01,Alerta,Linea A,10:50:23,Jueves
L-2024-0001,Humedad,Balanza-04,Conforme,Linea B,14:42:08,Miercoles
L-2024-0103,Espesor,Durometro-02,Conforme,Linea B,13:14:12,Viernes
L-2024-0200,Friabilidad,Balanza-03,Conforme,Linea A,20:09:36,Lunes
L-2024-0206,Dureza,phmetro-01,Conforme,Linea B,12:40:31,Miercoles
L-2024-0048,Disolucion 30 min,HPLC-02,Conforme,Linea B,17:52:43,Viernes
L-2024-0237,Disolucion 30 min,HPLC-01,Conforme,Linea A,07:18:13,Lunes
L-2024-0084,Disolucion 30 min,Disolutor-01,Alerta,Linea A,08:58:43,Lunes
L-2024-0204,Peso promedio,Durometro-01,Alerta,Linea B,13:35:00,Lunes
L-2024-0180,Disolucion 30 min,HPLC-01,Conforme,Linea A,14:01:56,Martes
L-2024-0220,Tiempo de desintegracion,phmetro-01,Alerta,Linea A,14:03:24,Lunes
L-2024-0248,Dureza,HPLC-02,Conforme,Linea B,10:55:31,Viernes
L-2024-0049,Espesor,phmetro-01,Conforme,Linea B,17:23:06,Martes
L-2024-0013,pH,HPLC-01,Fuera de Especificacion (OOS),Linea B,08:08:09,Martes
L-2024-0010,Espesor,Termobalanza-01,Conforme,Linea B,06:26:05,Martes
L-2024-0111,Tiempo de desintegracion,phmetro-01,Conforme,Linea A,06:48:43,Jueves
L-2024-0026,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,18:52:10,Jueves
L-2024-0166,Peso promedio,Balanza-03,Conforme,Linea A,09:32:16,Lunes
L-2024-0178,Humedad,Balanza-03,Fuera de Especificacion (OOS),Linea A,06:14:44,Lunes
L-2024-0259,Peso promedio,HPLC-02,Conforme,Linea B,07:28:36,Jueves
L-2024-0183,pH,Balanza-04,Conforme,Linea A,18:30:01,Martes
L-2024-0032,Dureza,HPLC-02,Conforme,Linea B,21:42:55,Viernes
L-2024-0043,Tiempo de desintegracion,Disolutor-02,Conforme,Linea A,09:48:29,Viernes
L-2024-0117,pH,Durometro-01,Conforme,Linea B,18:28:11,Miercoles
L-2024-0057,pH,Termobalanza-01,Conforme,Linea B,06:20:59,Martes
L-2024-0046,Humedad,HPLC-02,Conforme,Linea B,08:21:09,Lunes
L-2024-0021,Peso promedio,Disolutor-02,Alerta,Linea A,19:08:02,Martes
L-2024-0058,Humedad,Durometro-02,Conforme,Linea A,11:45:34,Lunes
L-2024-0119,pH,HPLC-01,Conforme,Linea A,15:58:26,Miercoles
L-2024-0240,Humedad,Disolutor-02,Conforme,linea a,20:27:18,Lunes
L-2024-0231,Dureza,Balanza-03,Fuera de Especificacion (OOS),Linea A,10:37:10,Lunes
L-2024-0059,Disolucion 30 min,Balanza-03,Conforme,Linea B,15:01:57,Lunes
L-2024-0063,Peso promedio,HPLC-01,Conforme,Linea B,08:36:13,Jueves
L-2024-0113,Uniformidad de contenido,Disolutor-02,Conforme,Linea B,20:08:52,Jueves
L-2024-0020,pH,Disolutor-01,Conforme,Linea B,08:41:37,Miercoles
L-2024-0079,Peso promedio,Termobalanza-01,Conforme,Linea A,18:03:33,Miercoles
L-2024-0226,pH,HPLC-02,Conforme,Linea A,20:03:21,Martes
L-2024-0003,Tiempo de desintegracion,Durometro-02,Conforme,Linea A,18:14:33,Miercoles
L-2024-0255,Espesor,HPLC-01,Conforme,Linea A,18:33:54,Lunes
L-2024-0238,Peso promedio,Balanza-04,Conforme,Linea A,13:03:08,Lunes
L-2024-0010,Espesor,Durometro-01,Conforme,Linea A,11:28:33,Miercoles
L-2024-0201,pH,Durometro-01,Conforme,Linea A,07:18:58,Lunes
L-2024-0212,Uniformidad de contenido,HPLC-02,Conforme,Linea A,13:47:56,Miercoles
L-2024-0208,Peso promedio,Disolutor-01,Alerta,Linea A,09:01:45,Lunes
L-2024-0205,Friabilidad,Disolutor-02,Conforme,Linea A,06:21:58,Viernes
L-2024-0045,Disolucion 30 min,Balanza-04,Conforme,Linea B,12:17:34,Miercoles
L-2024-0128,pH,HPLC-02,Conforme,Linea A,11:31:43,Miercoles
L-2024-0029,Espesor,Termobalanza-01,Conforme,Linea A,06:55:36,Miercoles
L-2024-0187,Dureza,Disolutor-01,Conforme,Linea A,10:02:36,Martes
L-2024-0238,pH,Balanza-03,Fuera de Tendencia (OOT),Linea A,11:30:09,Lunes
L-2024-0028,Espesor,Balanza-04,Conforme,Linea B,13:47:30,Jueves
L-2024-0224,Espesor,Durometro-01,Conforme,Linea A,07:09:35,Viernes
L-2024-0094,pH,phmetro-01,Conforme,Linea A,08:32:09,Lunes
L-2024-0137,Humedad,Disolutor-02,Fuera de Especificacion (OOS),Linea A,12:22:01,Jueves
L-2024-0013,Espesor,HPLC-01,Conforme,Linea A,16:13:44,Miercoles
L-2024-0251,Peso promedio,Durometro-02,Conforme,Linea A,16:18:47,Lunes
L-2024-0051,Peso promedio,Balanza-03,Conforme,Linea A,15:51:08,Lunes
L-2024-0014,Friabilidad,Disolutor-02,Conforme,Linea A,06:39:23,Miercoles
L-2024-0103,Humedad,Termobalanza-01,Conforme,Linea A,12:13:18,Miercoles
L-2024-0052,Peso promedio,HPLC-02,Conforme,Linea A,18:05:58,Jueves
L-2024-0062,Disolucion 30 min,Balanza-03,Conforme,linea a,21:52:16,Martes
L-2024-0174,Disolucion 30 min,HPLC-01,Conforme,linea a,07:38:48,Lunes
L-2024-0187,Uniformidad de contenido,Durometro-01,Conforme,Linea A,11:44:14,Jueves
L-2024-0255,Uniformidad de contenido,phmetro-01,Conforme,linea a,14:28:49,Miercoles
L-2024-0017,Peso promedio,phmetro-01,Conforme,Linea B,11:26:48,Jueves
L-2024-0250,Tiempo de desintegracion,Termobalanza-01,Conforme,Linea A,13:45:20,Lunes
L-2024-0229,Humedad,Disolutor-02,Conforme,Linea A,13:21:01,Lunes
L-2024-0009,pH,phmetro-01,Conforme,Linea A,15:35:52,Jueves
L-2024-0105,Dureza,Termobalanza-01,Conforme,Linea B,13:52:34,Miercoles
L-2024-0114,Dureza,Durometro-01,Alerta,Linea A,08:04:30,Lunes
L-2024-0089,Friabilidad,Termobalanza-01,Conforme,Linea A,08:11:54,Lunes
L-2024-0100,Dureza,Termobalanza-01,Conforme,Linea B,09:54:25,Jueves
L-2024-0113,pH,,Conforme,Linea A,09:51:01,Miercoles
L-2024-0077,Disolucion 30 min,Balanza-03,Conforme,Linea B,13:43:23,Jueves
L-2024-0254,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,21:10:57,Viernes
L-2024-0188,Dureza,Balanza-03,Conforme,linea b,07:54:32,Viernes
L-2024-0129,Uniformidad de contenido,Disolutor-02,Conforme,Linea A,11:51:43,Miercoles
L-2024-0124,,phmetro-01,Conforme,Linea A,07:05:54,Jueves
L-2024-0139,Friabilidad,HPLC-02,Conforme,Linea B,09:45:31,Lunes
L-2024-0241,Disolucion 30 min,Balanza-03,Conforme,Linea B,19:05:13,Martes
L-2024-0155,Humedad,Durometro-02,Conforme,Linea A,13:24:50,Martes
L-2024-0250,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,07:10:56,Martes
L-2024-0244,pH,Disolutor-02,Conforme,Linea B,12:13:46,Jueves
L-2024-0193,Friabilidad,Disolutor-02,Conforme,Linea A,15:35:54,Viernes
L-2024-0245,Espesor,Durometro-01,Alerta,Linea B,14:49:32,Viernes
L-2024-0093,pH,Disolutor-02,Conforme,Linea A,19:45:10,Miercoles
L-2024-0009,Espesor,phmetro-01,Conforme,Linea A,08:09:49,Jueves
L-2024-0155,pH,Termobalanza-01,Fuera de Especificacion (OOS),Linea A,21:42:58,Jueves
L-2024-0082,Humedad,HPLC-01,Alerta,Linea B,14:02:40,Miercoles
L-2024-0190,pH,Disolutor-02,Alerta,Linea B,18:09:39,Martes
L-2024-0033,Friabilidad,Durometro-01,Conforme,Linea A,16:13:31,Martes
L-2024-0068,Dureza,Balanza-03,Conforme,Linea B,15:48:00,Lunes
L-2024-0023,pH,Disolutor-02,Conforme,linea a,11:12:38,Martes
L-2024-0094,Tiempo de desintegracion,,Conforme,Linea A,06:17:33,Viernes
L-2024-0258,Disolucion 30 min,phmetro-01,Conforme,Linea A,08:47:53,Miercoles
L-2024-0246,Dureza,Termobalanza-01,Fuera de Especificacion (OOS),Linea B,11:54:29,Lunes
L-2024-0157,Tiempo de desintegracion,Disolutor-01,Conforme,Linea B,07:34:16,Miercoles
L-2024-0145,Humedad,Durometro-01,Conforme,Linea A,14:45:27,Lunes
L-2024-0222,Tiempo de desintegracion,Durometro-01,Conforme,Linea A,09:37:26,Jueves
L-2024-0190,Espesor,Disolutor-02,Conforme,Linea A,06:46:41,Jueves
L-2024-0008,Humedad,Disolutor-02,Conforme,linea b,18:07:21,Jueves
L-2024-0142,Uniformidad de contenido,Disolutor-01,Conforme,Linea A,10:58:52,Martes
L-2024-0210,Tiempo de desintegracion,Disolutor-02,Conforme,Linea B,19:19:44,Jueves
L-2024-0101,Humedad,phmetro-01,Conforme,Linea A,14:18:46,Viernes
L-2024-0099,Espesor,Durometro-01,Conforme,Linea A,15:44:03,Martes
L-2024-0202,pH,Durometro-01,Conforme,Linea B,08:50:58,Miercoles
L-2024-0159,Humedad,Disolutor-01,Conforme,Linea B,15:13:50,Lunes
L-2024-0131,Peso promedio,Balanza-04,Conforme,Linea B,18:17:25,Viernes
L-2024-0154,Tiempo de desintegracion,HPLC-01,Conforme,Linea A,13:08:09,Miercoles
L-2024-0035,pH,Termobalanza-01,Conforme,linea b,14:12:35,Martes
L-2024-0012,pH,HPLC-01,Conforme,Linea B,21:14:56,Miercoles
L-2024-0124,Friabilidad,HPLC-02,Conforme,Linea B,09:14:23,Lunes
L-2024-0138,Dureza,HPLC-01,Conforme,Linea B,18:04:26,Jueves
L-2024-0132,Espesor,Balanza-03,Alerta,Linea B,10:44:35,Lunes
L-2024-0013,Disolucion 30 min,Disolutor-02,Conforme,linea b,14:01:08,Viernes
L-2024-0152,Uniformidad de contenido,Balanza-04,Conforme,Linea B,07:36:08,Lunes
L-2024-0139,Peso promedio,Durometro-01,Conforme,Linea B,11:01:22,Jueves
L-2024-0076,Peso promedio,Balanza-03,Alerta,Linea B,07:12:10,Lunes
L-2024-0159,pH,Balanza-04,Conforme,Linea A,21:33:55,Miercoles
L-2024-0173,Espesor,HPLC-02,Fuera de Especificacion (OOS),Linea A,14:23:58,Lunes
L-2024-0046,Uniformidad de contenido,Termobalanza-01,Conforme,Linea A,08:04:34,Miercoles
L-2024-0080,Peso promedio,,Alerta,Linea B,06:44:10,Jueves
L-2024-0125,Espesor,Durometro-02,Conforme,Linea A,16:58:22,Martes
L-2024-0064,Friabilidad,Durometro-01,Conforme,Linea B,15:24:39,Jueves
L-2024-0112,Humedad,Balanza-03,Alerta,Linea B,12:54:28,Lunes
L-2024-0092,Peso promedio,Termobalanza-01,Conforme,Linea B,16:13:55,Martes
L-2024-0127,Uniformidad de contenido,Balanza-03,Fuera de Especificacion (OOS),Linea A,10:43:43,Martes
L-2024-0214,Uniformidad de contenido,HPLC-02,Conforme,Linea A,20:18:18,Lunes
L-2024-0216,Friabilidad,Disolutor-02,Alerta,Linea B,14:34:30,Lunes
L-2024-0242,Peso promedio,Disolutor-01,Conforme,Linea B,06:20:18,Miercoles
L-2024-0039,Humedad,,Fuera de Especificacion (OOS),Linea B,18:40:54,Martes
L-2024-0060,Friabilidad,Disolutor-02,Conforme,Linea A,13:08:36,Miercoles
L-2024-0146,Uniformidad de contenido,Durometro-02,Fuera de Especificacion (OOS),linea b,19:56:50,Lunes
L-2024-0246,Espesor,Durometro-01,Conforme,Linea B,10:16:07,Jueves
L-2024-0143,pH,HPLC-02,Conforme,Linea B,12:16:15,Miercoles
